Gene_ID	L15	S15	R15	L20	S20	R20	L25	S25	R25	L30	S30	R30	Bd	Flwr	YSe	MSe
g26575	0	3	4	0	4	12	0	0	1	0	2	8	2	0	0	0
g26576	944	2215	2607	2021	2506	2010	1074	2679	2371	998	888	2697	1248	152	1230	1963
g26577	0	0	0	0	0	2	0	0	2	0	0	2	2	0	0	0
g26578	2	7	19	20	26	9	4	18	27	15	22	43	33	16	20	46
g26579	0	0	4	0	5	2	0	0	15	0	2	0	0	0	0	0
g26580	0	0	0	0	2	0	0	2	0	0	0	0	2	0	2	0
g26581	7	52	43	17	125	0	10	262	2	16	94	3	134	68	164	158
g26582	0	2	1	0	2	0	0	5	0	0	0	0	0	0	0	0
g26583	332	3398	841	458	6364	142	177	9267	171	321	2886	215	3442	991	2640	3327
g26584	0	0	2	0	4	0	0	0	3	0	0	4	0	0	0	0
g26585	0	0	0	0	6	0	0	4	7	0	0	3	2	0	2	0
g26586	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
g26587	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g26588	3	10	16	0	12	18	4	5	6	3	6	16	11	7	8	18
g26589	4756	10692	10622	12156	9626	6656	5809	9583	8225	5197	4343	9679	3506	1388	4105	5603
g26590	0	0	4	0	0	1	1	5	1	0	0	3	2	4	0	3
g26591	4	9	19	3	17	26	0	16	23	0	12	45	4	0	2	1
g26592	14	2	2	39	5	2	15	6	19	18	7	2	24	2	6	10
g26593	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
g26594	0	0	0	2	2	0	0	0	1	0	0	0	0	0	2	0
g26595	336	922	994	582	955	872	168	831	914	197	642	1402	1053	248	884	1277
g26596	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
g26597	1	24	178	13	69	137	6	108	173	0	67	286	280	0	183	346
g26598	0	0	8	0	0	0	2	2	1	0	0	2	54	0	4	21
g26599	0	0	2	0	0	1	0	0	1	0	0	0	5	0	2	0
g26600	0	1	0	0	0	2	0	2	0	2	2	2	16	2	6	7
g26601	4	28	29	26	31	28	16	43	13	22	38	41	62	24	38	77
g26602	0	0	0	0	0	0	0	0	1	0	0	0	13	0	2	5
g26603	1	0	16	2	11	16	0	14	18	0	6	21	41	0	20	41
g26604	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g26605	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0
g26606	235	689	831	491	808	512	278	865	591	255	230	602	1281	282	756	1261
g26607	2	6	0	1	6	7	0	3	2	2	4	4	6	0	2	6
g26608	533	524	304	1236	614	181	489	565	231	407	322	348	896	392	424	594
g26609	0	4	2	0	4	0	0	2	4	0	4	0	6	2	7	4
g26610	71	287	238	100	241	127	51	196	169	56	103	223	939	214	291	687
g26611	0	0	2	2	0	2	0	0	0	0	2	0	2	0	0	10
g26612	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
g26613	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0
g26614	2	0	2	0	2	0	0	2	4	0	2	0	1	862	0	2
g26615	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g26616	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
g26617	1	7	8	8	3	4	5	5	9	11	10	15	29	25	7	16
g26618	122	459	550	353	493	304	219	425	352	141	240	518	527	84	503	712
g26619	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0
g26620	0	2	4	0	2	4	0	0	1	0	2	0	0	0	0	0
g26621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26622	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26623	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g26624	0	2	6	0	0	0	0	0	2	2	5	4	1	6	3	6
g26625	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	4
g26626	0	2	0	0	0	0	0	2	0	0	2	2	0	0	0	4
g26627	2	0	1	0	0	0	2	0	2	0	0	3	4	0	0	0
g26628	0	2	0	0	0	0	1	0	4	3	6	0	3	0	0	0
g26629	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g26630	219	808	1165	587	1416	1006	194	1021	921	352	1068	2444	1232	704	890	1830
g26631	106	279	372	224	436	310	78	368	301	48	132	311	461	210	275	612
g26632	5	21	21	20	19	7	8	7	43	11	5	9	29	22	25	44
g26633	27	124	36	27	50	43	10	142	17	25	40	38	126	32	73	57
g26634	0	0	6	0	0	1	0	1	0	0	0	2	0	0	3	53
g26635	3	11	11	2	7	4	2	7	2	0	2	3	16	2	6	66
g26636	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	6
g26637	29	140	102	58	110	47	5	15	22	12	25	77	78	66	41	61
g26638	0	1	0	0	5	1	0	3	3	0	0	0	9	0	0	1
g26639	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g26640	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g26641	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
g26642	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3
g26643	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
g26644	2	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0
g26645	0	1	2	1	6	1	1	2	7	1	4	2	6	0	0	0
g26646	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0
g26647	2	11	6	2	10	0	0	15	6	4	0	16	16	0	6	6
g26648	5	0	0	2	4	4	3	0	0	2	1	3	4	0	0	9
g26649	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
g26650	19	55	57	32	72	33	15	76	46	2	9	23	196	8	80	113
g26651	0	0	0	0	0	0	0	2	0	0	6	0	4	0	0	0
g26652	36	43	62	18	43	31	22	43	44	12	19	47	124	15	79	117
g26653	17	33	23	12	21	13	4	27	16	3	8	16	83	5	26	67
g26654	50	118	250	97	218	178	49	227	190	51	173	427	387	59	206	417
g26655	0	0	2	0	0	0	0	1	0	0	0	0	6	0	4	9
g26656	17	88	199	32	87	203	6	70	261	14	46	392	182	40	257	408
g26657	15	40	130	36	28	28	13	29	35	7	19	42	471	723	167	459
g26658	2	0	1	10	0	0	7	0	0	2	0	0	1	0	1	4
g26659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26660	626	1697	2259	1499	2299	1550	653	1971	1696	820	1526	3088	3575	1591	2223	3737
g26661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26662	321	2154	1618	583	1375	803	299	1429	964	268	478	1157	1659	695	1015	1880
g26663	2	2	10	0	6	7	0	10	8	0	2	19	12	17	27	22
g26664	0	2	0	0	0	0	0	0	1	0	4	0	0	0	0	4
g26665	0	2	6	1	0	0	0	0	1	0	0	3	2	0	8	16
g26666	0	2	4	3	2	3	1	0	5	0	1	0	1	0	4	7
g26667	3	0	4	0	2	2	0	6	0	0	6	2	33	0	2	17
g26668	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0
g26669	3	4	2	4	8	5	0	4	2	2	2	0	16	2	8	11
g26670	1	3	2	1	7	3	1	0	7	4	2	4	25	2	10	20
g26671	9	1	2	10	11	0	2	6	0	1	0	0	1	0	0	1
g26672	0	0	1	1	2	0	0	0	3	2	0	2	1	0	1	2
g26673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26674	0	0	0	0	0	0	0	2	3	0	0	0	5	0	1	1
g26675	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0
g26676	126	848	869	429	1119	752	187	933	689	252	510	1312	276	23	278	356
g26677	28	182	110	46	155	102	26	183	84	34	129	230	72	16	97	109
g26678	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26679	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
g26680	0	0	3	0	0	0	0	0	22	0	4	0	6	0	5	4
g26681	1	4	0	0	0	4	0	0	1	0	0	0	0	2	0	0
g26682	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g26683	0	0	1	0	6	2	0	4	2	0	2	0	4	0	2	8
g26684	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
g26685	0	0	0	0	0	0	0	0	1	0	2	0	0	0	6	4
g26686	0	2	40	2	0	6	0	2	11	0	2	19	5	0	6	8
g26687	142	365	365	332	480	307	102	406	273	52	93	322	420	47	252	421
g26688	2	4	0	4	2	0	0	2	1	0	0	0	16	1	2	2
g26689	235	629	728	522	837	631	182	753	494	227	609	1143	527	99	444	626
g26690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26691	0	0	2	0	2	2	0	2	2	0	0	2	6	4	0	6
g26692	791	4084	3554	1794	4088	3267	512	3215	3082	636	1394	3809	3759	10	1237	2223
g26693	0	2	0	2	0	0	0	2	14	0	0	2	4	0	2	6
g26694	6	18	14	7	17	0	7	15	1	0	2	0	60	48	21	49
g26695	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g26696	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g26697	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
g26698	56	104	125	191	125	66	67	119	88	25	3	69	120	21	63	114
g26699	163	371	380	444	512	300	158	364	323	194	212	560	364	166	217	414
g26700	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g26701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26702	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g26703	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
g26704	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	4
g26705	0	1	1	0	0	0	0	1	0	1	0	0	2	0	0	1
g26706	3	0	2	3	5	2	3	3	7	2	2	6	17	0	19	18
g26707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26708	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
g26709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26710	0	6	0	0	5	2	0	4	0	0	4	0	4	0	0	0
g26711	0	8	0	0	8	2	2	9	2	0	6	0	3	0	6	8
g26712	0	0	0	0	7	0	4	1	0	0	0	0	4	0	2	0
g26713	13	90	160	32	103	114	7	73	170	30	65	226	135	4	81	171
g26714	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26715	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
g26716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26717	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g26718	1	6	11	1	4	8	0	5	16	0	26	22	18	3	4	14
g26719	0	0	0	0	0	0	0	1	0	0	2	0	3	0	2	2
g26720	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
g26721	87	126	107	177	150	73	84	114	80	48	7	46	127	21	95	145
g26722	221	335	372	513	430	245	180	384	268	223	168	353	325	111	251	306
g26723	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
g26724	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0
g26725	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g26726	0	0	2	0	1	0	0	0	0	0	0	2	0	0	2	0
g26727	345	798	944	860	926	767	314	975	921	311	406	960	324	137	353	496
g26728	0	0	2	6	0	2	4	0	2	10	0	0	0	6	0	6
g26729	10	0	6	18	0	2	24	0	0	12	2	0	2	42	2	10
g26730	1228	30	87	4223	132	20	1938	41	16	1634	30	21	72	972	283	446
g26731	116	298	520	286	327	288	134	313	305	83	202	464	719	125	414	811
g26732	185	691	697	345	791	524	130	630	565	230	512	917	555	470	435	803
g26733	0	1	2	0	0	4	0	1	5	3	1	0	5	0	1	7
g26734	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
g26735	0	0	0	0	2	2	0	2	1	0	0	2	2	0	4	1
g26736	0	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0
g26737	9	5	10	11	8	9	2	9	8	3	4	18	21	11	7	28
g26738	0	0	1	0	0	0	0	1	3	0	0	3	0	0	0	1
g26739	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g26740	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
g26741	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0
g26742	2	2	4	0	2	0	0	2	0	0	2	0	0	0	0	3
g26743	518	1081	1422	749	1058	1065	189	1002	1105	272	625	1633	991	307	686	1427
g26744	1	3	3	3	4	0	0	2	27	0	4	0	14	3	5	20
g26745	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2
g26746	2	0	0	2	2	2	2	2	0	2	0	1	6	2	0	0
g26747	4	4	2	0	5	0	2	1	59	13	2	4	2	0	2	8
g26748	0	4	3	0	2	2	0	4	15	2	4	9	5	0	3	6
g26749	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
g26750	3	3	5	4	12	1	2	7	13	2	2	6	16	5	2	10
g26751	0	0	0	0	2	0	0	0	1	0	2	0	0	4	0	2
g26752	48	86	64	104	108	44	67	78	35	44	65	105	227	122	122	221
g26753	0	0	3	0	0	2	0	2	3	0	0	3	0	0	0	0
g26754	136	486	656	287	518	392	141	415	357	172	323	600	1356	1160	446	1095
g26755	88	267	305	184	229	270	68	314	311	93	98	271	281	729	188	268
g26756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26758	4	2	4	6	8	1	14	2	1	0	7	0	23	6	14	10
g26759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26760	0	0	3	0	0	0	0	0	2	0	0	0	8	0	2	2
g26761	2	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0
g26762	14	14	22	54	28	11	6	9	17	19	10	19	27	215	6	58
g26763	0	2	0	0	3	2	0	0	0	0	2	2	6	0	0	2
g26764	1246	5295	4445	1817	5080	3428	418	4135	2854	657	2220	4703	8380	86	2941	4937
g26765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26767	4	4	2	4	2	12	2	6	6	2	0	4	15	2	0	5
g26768	2	4	5	8	11	3	4	4	3	7	1	7	6	3	2	8
g26769	204	359	451	268	403	239	208	501	320	123	99	271	1274	190	464	764
g26770	197	552	699	446	762	453	204	674	517	384	635	1211	1234	449	600	1330
g26771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g26772	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	2
g26773	328	1174	1403	474	1274	878	263	1197	990	290	533	1205	1679	362	886	1286
g26774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26775	139	308	280	390	318	153	164	300	156	107	71	175	558	479	405	580
g26776	0	0	2	0	0	2	0	2	1	0	7	2	0	0	0	0
g26777	4	2	3	4	0	1	8	0	8	0	2	4	5	4	0	4
g26778	0	0	3	1	2	0	0	0	2	0	0	1	2	1	0	0
g26779	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26780	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g26781	786	1901	1643	2301	1934	994	1615	2432	973	1325	415	979	5098	4	4600	6370
g26782	2	0	4	8	0	0	4	2	1	0	2	0	47	0	4	16
g26783	15	25	33	37	28	24	42	15	24	23	15	34	188	38	27	86
g26784	23	47	64	34	30	12	10	37	77	3	6	15	358	52	95	157
g26785	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	9
g26786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26787	0	0	1	0	4	0	2	2	15	2	0	9	8	2	5	8
g26788	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2
g26789	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	4
g26790	2	2	13	6	6	2	4	2	20	3	4	8	27	4	22	38
g26791	4	0	28	31	0	0	2	4	0	4	10	0	27	0	19	158
g26792	144	514	460	229	601	294	130	567	290	224	442	652	644	181	365	609
g26793	18	7	19	7	4	0	3	4	0	4	2	1	78	9	19	48
g26794	107	406	326	210	442	170	80	549	245	113	190	303	465	104	308	529
g26795	2	0	0	0	0	0	0	0	19	1	1	0	0	0	0	0
g26796	1	3	2	4	6	2	1	0	563	3	2	1	52	3	4	14
g26797	220	2255	1519	599	2282	1177	182	2071	1227	196	901	2356	2792	62	1474	2665
g26798	7	19	25	14	30	16	4	10	165	3	6	11	23	15	17	4
g26799	1	0	6	0	4	2	1	0	1	2	0	3	22	2	8	16
g26800	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26801	1	1	0	3	2	0	0	0	1	0	0	4	1	0	1	5
g26802	1	0	0	0	0	2	0	0	1	0	0	5	2	0	0	0
g26803	6	13	115	8	4	4	4	9	9	4	5	3	62	3	70	448
g26804	2	0	0	0	4	4	0	3	2	2	2	2	0	0	0	0
g26805	94	277	377	129	295	226	48	319	239	66	132	288	769	119	420	975
g26806	22	37	34	30	54	24	8	32	17	16	16	23	122	4	48	100
g26807	0	2	7	2	5	2	0	6	2	0	0	2	34	0	10	26
g26808	3	16	30	8	20	13	5	20	21	0	4	8	78	6	37	79
g26809	2	57	11	0	29	15	2	5	6	0	3	4	15	1	4	0
g26810	151	629	863	342	575	726	189	516	610	213	304	1113	986	160	832	1460
g26811	4	1	2	1	5	5	2	7	4	5	7	10	2	5	5	10
g26812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26813	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
g26814	2	0	21	6	7	4	0	0	8	0	2	10	4	25	11	96
g26815	0	0	0	0	2	0	0	0	1	0	0	0	2	0	4	40
g26816	0	0	4	0	0	2	0	0	0	0	0	1	0	0	4	9
g26817	0	0	0	2	2	0	0	0	0	0	4	2	10	12	0	0
g26818	0	4	0	7	0	0	4	0	1	1	2	8	13	71	3	2
g26819	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
g26820	3	16	33	16	29	21	0	8	14	1	20	32	17	11	12	22
g26821	221	724	591	334	492	407	151	417	352	168	220	615	518	209	939	662
g26822	41	127	122	151	188	91	56	151	75	62	74	65	194	59	130	184
g26823	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g26824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26825	0	0	2	0	4	0	0	0	15	0	0	8	3	0	13	10
g26826	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2
g26827	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
g26828	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
g26829	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g26830	31	34	59	46	38	29	27	43	33	51	30	96	103	60	97	191
g26831	0	2	0	0	2	2	0	0	6	0	0	0	0	0	6	10
g26832	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	12
g26833	13	4	29	3	12	13	2	2	23	8	2	11	18	13	9	43
g26834	9	10	10	18	16	5	6	8	17	6	4	7	18	8	14	7
g26835	3	28	11	9	25	9	4	29	46	17	14	30	43	10	25	28
g26836	0	2	2	2	0	0	0	0	0	0	8	0	0	0	0	5
g26837	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26838	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
g26839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
g26840	0	0	4	0	0	0	0	0	0	0	0	0	8	0	6	13
g26841	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	1
g26842	60	875	285	38	602	200	14	459	228	20	157	251	237	0	118	474
g26843	2	0	14	2	0	1	2	0	0	0	0	0	0	0	18	73
g26844	8	25	45	29	24	28	8	42	38	13	24	68	80	60	56	132
g26845	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26846	0	0	0	0	0	1	0	0	5	0	0	2	2	0	0	2
g26847	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g26848	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
g26849	4	4	34	0	15	22	12	10	18	15	17	67	79	11	61	118
g26850	0	2	15	2	0	5	0	4	3	7	4	12	19	4	8	45
g26851	2	2	14	2	0	2	0	2	3	4	3	4	11	0	0	26
g26852	0	0	0	4	0	2	0	0	4	0	8	0	0	2	4	0
g26853	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	4
g26854	0	0	6	0	0	2	0	0	3	0	0	6	0	0	0	0
g26855	0	3	12	1	1	4	0	4	8	1	2	3	18	0	2	4
g26856	0	0	38	6	8	28	0	2	20	0	2	54	10	0	26	36
g26857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26858	24	14	51	58	22	19	25	50	14	6	17	26	105	7	34	120
g26859	2	12	8	2	10	4	1	8	0	4	4	10	8	4	3	20
g26860	230	588	750	522	665	417	228	649	447	130	118	352	1194	290	583	1193
g26861	0	2	5	0	3	0	0	3	2	2	0	0	6	20	0	6
g26862	332	927	1081	542	1070	697	328	903	796	475	646	1521	1247	423	747	1515
g26863	25	83	292	52	259	186	5	276	222	22	173	349	128	32	113	97
g26864	0	0	9	0	0	2	0	0	0	0	0	0	0	0	6	45
g26865	1	1	1	6	1	1	0	0	14	1	0	0	0	0	2	2
g26866	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	1
g26867	952	3155	3693	2019	3370	2427	997	3221	2409	1119	2110	4141	5872	8167	3113	6749
g26868	44	114	160	81	135	73	33	106	86	13	16	65	412	260	152	334
g26869	2	2	4	0	2	2	0	0	0	2	2	0	0	4	0	0
g26870	0	1	4	0	5	2	0	4	1	0	1	2	7	0	15	14
g26871	0	4	19	0	0	6	0	2	9	0	2	11	321	13	59	121
g26872	0	2	45	1	18	17	0	5	17	0	8	33	308	14	98	86
g26873	3	52	84	10	21	25	0	18	130	4	6	66	31	6	20	49
g26874	0	111	335	2	120	371	8	165	477	2	155	749	2	0	31	16
g26875	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
g26876	0	0	240	0	6	705	0	2	241	2	0	776	4	0	0	6
g26877	67	151	312	221	229	111	49	205	115	110	238	168	1440	65	311	1029
g26878	199	565	310	251	490	219	169	603	206	174	293	470	489	41	247	345
g26879	19	41	45	40	63	25	18	36	15	15	60	27	42	31	53	96
g26880	4	5	13	3	4	0	0	11	0	12	12	11	126	19	25	58
g26881	177	200	150	383	285	81	207	242	99	98	44	83	423	244	189	328
g26882	485	572	520	988	828	315	421	587	326	505	417	710	1204	919	632	1150
g26883	0	3	7	0	10	0	0	2	21	0	4	2	4	7	8	0
g26884	85	71	84	237	92	89	85	43	71	30	14	81	5	2	10	18
g26885	2	0	93	2	6	21	0	2	21	2	2	52	54	3	68	330
g26886	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26887	0	0	0	0	0	0	0	0	2	0	4	2	1	0	0	0
g26888	31	13	16	74	18	4	45	21	7	29	6	4	24	3	26	52
g26889	0	0	0	0	0	2	0	0	1	0	4	2	0	0	0	4
g26890	304	1302	1708	762	1764	1227	363	1736	1325	399	1047	2032	2003	222	1222	2148
g26891	449	1115	1110	1139	1218	731	483	1142	687	436	500	1012	1849	1811	1052	1602
g26892	33	19	39	67	26	11	46	26	27	46	24	42	66	17	50	89
g26893	1756	1974	1346	4690	2551	548	2052	2659	515	2398	1490	607	2476	346	2900	4762
g26894	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0
g26895	19	100	164	19	135	92	17	95	106	22	82	198	337	466	161	385
g26896	4	71	95	10	60	60	6	57	67	10	5	47	246	167	83	158
g26897	0	0	2	0	0	0	0	0	0	2	6	2	4	4	3	2
g26898	52	96	121	233	132	66	102	108	122	105	35	104	364	446	161	327
g26899	730	573	601	1487	753	309	654	788	388	770	379	588	879	349	630	1032
g26900	0	2	8	2	0	0	3	1	1	0	0	2	0	5	0	5
g26901	0	0	0	0	0	2	0	4	0	0	3	2	25	0	6	16
g26902	0	2	4	6	4	0	0	6	3	4	1	0	10	2	2	1
g26903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26904	2	0	0	0	0	0	0	2	0	0	2	1	2	0	0	0
g26905	27	106	85	47	102	53	16	44	88	6	14	64	117	13	73	51
g26906	1346	2524	1754	3314	2849	1381	1187	2560	1317	1127	1276	2072	1873	304	1490	2502
g26907	30	312	511	52	423	365	10	230	323	12	148	388	292	4	76	124
g26908	4	1	7	6	4	2	4	6	21	0	6	9	2	0	4	12
g26909	0	0	0	0	0	4	0	3	5	0	0	2	0	0	0	1
g26910	174	556	629	271	738	432	122	749	391	156	336	645	1069	961	506	938
g26911	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
g26912	2	0	0	0	0	0	0	0	8	0	0	6	0	2	0	4
g26913	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
g26914	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
g26915	602	2107	2367	1201	2522	1644	567	2491	1778	510	1010	2371	1930	223	1462	2074
g26916	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2
g26917	0	1	0	4	1	2	4	2	5	0	2	0	23	2	6	7
g26918	134	193	120	291	248	81	117	222	78	159	91	113	147	18	87	189
g26919	129	213	116	445	294	117	185	257	100	192	154	179	172	30	159	214
g26920	129	290	295	245	334	164	145	308	176	59	63	161	445	124	303	405
g26921	0	0	2	0	2	0	0	0	2	0	0	5	0	0	0	0
g26922	17	21	29	15	26	6	3	14	14	3	5	6	37	7	34	34
g26923	65	218	220	133	198	144	52	194	125	72	102	232	268	53	172	281
g26924	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2
g26925	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2
g26926	5	24	8	2	18	0	0	20	2	0	9	4	48	2	49	33
g26927	0	27	8	1	29	2	0	26	5	0	4	0	35	6	30	35
g26928	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26929	0	2	2	0	2	4	0	0	0	0	0	2	0	0	0	0
g26930	48	250	1655	77	264	377	29	197	452	12	22	311	429	8	130	261
g26931	4	4	2	2	3	7	1	2	4	1	4	13	12	0	3	1
g26932	2	0	1	1	3	1	0	1	12	1	1	3	0	0	0	0
g26933	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1
g26934	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g26935	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
g26936	2	22	15	13	15	7	2	11	19	5	13	15	43	7	25	45
g26937	3	13	5	8	7	2	2	7	9	0	4	6	9	6	4	17
g26938	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1
g26939	827	787	1730	2839	1493	1202	973	1152	1173	1055	633	2040	1768	4	1523	3303
g26940	75	26	249	905	186	30	356	228	65	340	50	78	360	7	339	1013
g26941	86	102	245	341	157	101	143	155	100	298	102	203	191	70	192	469
g26942	6	6	12	26	23	7	12	22	21	4	8	8	16	19	12	20
g26943	11	19	23	24	23	10	25	31	31	15	6	24	63	10	24	58
g26944	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g26945	0	0	0	0	0	1	0	0	8	0	4	2	4	2	0	0
g26946	2	0	2	0	0	2	0	0	23	0	2	5	6	2	1	1
g26947	0	0	5	0	0	3	0	2	8	0	0	2	0	0	3	8
g26948	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
g26949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
g26950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g26951	10	22	20	24	14	14	9	10	12	0	2	13	19	1935	185	14
g26952	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
g26953	1269	430	474	3137	673	261	1507	562	295	1387	351	619	1008	488	598	1061
